Country,Item,Text,Type,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
DelRio,5,El joyero al que el perista delató confiaba en la justicia.,Object-Topicalized,3,5-6,7,8,8.349777,13.876497,6.426147,4.722963,3.700753,16.09773,17.733848,13.151863,0.274937,2.414498,3.253758,6.426147,19.798483,17.733848,13.151863
DelRio,5,El joyero al que delató el perista confiaba en la justicia.,Object-Subject-Inversion,3,5-6,7,8,8.349777,13.876497,6.426147,4.722963,10.012125,1.970657,16.732466,12.616392,0.370945,2.503082,2.711538,6.426147,11.982782,16.732466,12.616392
DelRio,6,El político que elogiaba al ciclista tuvo un grave percance.,Subject,3,4-5,6,7,8.349777,12.549281,4.197978,11.54762,2.088684,10.197244,7.81073,2.659297,5.271906,6.112447,,4.197978,13.636304,10.197244,7.81073
DelRio,6,El político al que el ciclista elogiaba tuvo un grave percance.,Object-Topicalized,3,5-6,7,8,8.349777,12.549281,6.216161,2.842513,3.25302,10.686909,10.215647,7.005089,1.974319,5.474584,6.038658,6.216161,13.939929,10.215647,7.005089
DelRio,6,El político al que elogiaba el ciclista tuvo un grave percance.,Object-Subject-Inversion,3,5-6,7,8,8.349777,12.549281,6.216161,2.842513,13.175076,1.778261,10.19398,9.108003,2.022272,5.159533,6.095743,6.216161,14.953337,10.19398,9.108003
DelRio,7,El anciano que agredió al borracho paseaba por la calle.,Subject,3,4-5,6,7,8.349777,11.233827,3.11256,11.199545,3.077519,6.418731,13.3081,1.861341,1.083517,0.582421,,3.11256,14.277064,6.418731,13.3081
DelRio,7,El anciano al que el borracho agredió paseaba por la calle.,Object-Topicalized,3,5-6,7,8,8.349777,11.233827,6.073872,1.410845,3.258954,8.898201,5.156438,11.8249,1.782495,0.873179,0.484023,6.073872,12.157155,5.156438,11.8249
DelRio,7,El anciano al que agredió el borracho paseaba por la calle.,Object-Subject-Inversion,3,5-6,7,8,8.349777,11.233827,6.073872,1.410845,7.87096,2.229235,5.987851,10.732586,1.823956,1.007803,0.558072,6.073872,10.100195,5.987851,10.732586
DelRio,8,El alcalde que recibió al empresario declarará ante el juez.,Subject,3,4-5,6,7,8.349777,8.62712,7.890786,6.487911,2.737639,6.202327,15.634265,2.729066,1.542725,1.076011,,7.890786,9.22555,6.202327,15.634265
DelRio,8,El alcalde al que el empresario recibió declarará ante el juez.,Object-Topicalized,3,5-6,7,8,8.349777,8.62712,8.954303,5.203159,3.645995,6.917401,7.721441,12.396569,2.681624,1.207485,0.941636,8.954303,10.563396,7.721441,12.396569
DelRio,8,El alcalde al que recibió el empresario declarará ante el juez.,Object-Subject-Inversion,3,5-6,7,8,8.349777,8.62712,8.954303,5.203159,8.706495,1.96932,6.224921,13.941661,2.999888,1.288619,0.904449,8.954303,10.675815,6.224921,13.941661
DelRio,9,El detective que buscaba al abogado entró en la cafetería.,Subject,3,4-5,6,7,8.349777,11.606331,3.540711,3.829617,2.531263,8.676131,9.836321,0.949198,0.840939,4.097301,,3.540711,6.36088,8.676131,9.836321
DelRio,9,El detective al que el abogado buscaba entró en la cafetería.,Object-Topicalized,3,5-6,7,8,8.349777,11.606331,7.466413,2.997798,3.635128,5.810279,8.671733,10.372892,0.973524,0.855572,4.881741,7.466413,9.445407,8.671733,10.372892
DelRio,9,El detective al que buscaba el abogado entró en la cafetería.,Object-Subject-Inversion,3,5-6,7,8,8.349777,11.606331,7.466413,2.997798,7.95938,2.574119,5.84344,8.142109,0.957943,0.689856,4.947652,7.466413,10.533499,5.84344,8.142109
DelRio,10,El biólogo que visitó al quí­mico trabaja para la ONU.,Subject,3,4-5,6,7,8.349781,12.940694,5.860429,7.329656,3.090825,17.219397,9.398558,2.493071,1.742383,5.11506,,5.860429,10.420481,17.219397,9.398558
DelRio,10,El biólogo al que el quí­mico visitó trabaja para la ONU.,Object-Topicalized,3,5-6,7,8,8.349781,12.940694,7.765031,4.005216,2.850118,17.694071,11.088301,10.592036,3.098212,1.479645,4.490646,7.765031,20.544189,11.088301,10.592036
DelRio,10,El biólogo al que visitó el quí­mico trabaja para la ONU.,Object-Subject-Inversion,3,5-6,7,8,8.349781,12.940694,7.765031,4.005216,8.176282,1.723563,18.808166,10.768995,2.867464,1.560937,4.439746,7.765031,9.899845,18.808166,10.768995
DelRio,11,El taxista que informó al vecino conocía bien el barrio.,Subject,3,4-5,6,7,8.349777,11.525606,2.637557,8.992283,2.730473,6.635213,12.892502,2.075531,1.581286,2.824772,,2.637557,11.722756,6.635213,12.892502
DelRio,11,El taxista al que el vecino informó conocía bien el barrio.,Object-Topicalized,3,5-6,7,8,8.349777,11.525606,5.89902,1.990393,3.175219,8.339561,8.070101,10.645229,2.722945,2.305967,2.707711,5.89902,11.51478,8.070101,10.645229
DelRio,11,El taxista al que informó el vecino conocía bien el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.349777,11.525606,5.89902,1.990393,9.996831,2.143759,7.440692,11.735791,2.066304,1.927863,2.20079,5.89902,12.14059,7.440692,11.735791
DelRio,12,El periodista que atacó al senador reconoció finalmente su error.,Subject,3,4-5,6,7,8.349777,10.968501,5.014484,6.994778,1.713642,6.13964,10.366987,9.047054,1.492214,1.044401,,5.014484,8.70842,6.13964,10.366987
DelRio,12,El periodista al que el senador atacó reconoció finalmente su error.,Object-Topicalized,3,5-6,7,8,8.349777,10.968501,7.234224,2.347898,2.820041,6.906749,9.010162,9.031801,8.589633,2.172568,1.791265,7.234224,9.72679,9.010162,9.031801
DelRio,12,El periodista al que atacó el senador reconoció finalmente su error.,Object-Subject-Inversion,3,5-6,7,8,8.349777,10.968501,7.234224,2.347898,6.064144,1.60195,6.65513,11.042842,9.231044,2.139426,1.784034,7.234224,7.666094,6.65513,11.042842
DelRio,13,El mafioso que protege al empresario conduce un deportivo rojo.,Subject,3,4-5,6,7,8.349777,12.238954,4.372248,6.509596,2.099576,6.131471,11.982285,1.938872,6.605726,3.923955,,4.372248,8.609172,6.131471,11.982285
DelRio,13,El mafioso al que el empresario protege conduce un deportivo rojo.,Object-Topicalized,3,5-6,7,8,8.349777,12.238954,6.16737,4.197006,2.98849,6.542534,11.487045,12.878765,2.096014,7.568179,3.892102,6.16737,9.531024,11.487045,12.878765
DelRio,13,El mafioso al que protege el empresario conduce un deportivo rojo.,Object-Subject-Inversion,3,5-6,7,8,8.349777,12.238954,6.16737,4.197006,7.732978,1.209614,6.604335,11.339952,2.133095,8.220122,3.783732,6.16737,8.942592,6.604335,11.339952
DelRio,14,El fiscal que investiga al reportero ejerció durante la dictadura.,Subject,3,4-5,6,7,8.349777,11.787603,4.829927,1.823703,2.276483,8.984943,12.539738,5.714649,2.451175,3.168212,,4.829927,4.100186,8.984943,12.539738
DelRio,14,El fiscal al que el reportero investiga ejerció durante la dictadura.,Object-Topicalized,3,5-6,7,8,8.349777,11.787603,8.065816,2.712606,3.329385,9.908526,6.982849,10.639089,3.813219,3.220371,2.080904,8.065816,13.237911,6.982849,10.639089
DelRio,14,El fiscal al que investiga el reportero ejerció durante la dictadura.,Object-Subject-Inversion,3,5-6,7,8,8.349777,11.787603,8.065816,2.712606,8.613762,1.347747,11.999435,12.383114,3.968929,3.074804,2.262313,8.065816,9.961509,11.999435,12.383114
DelRio,15,El farmacéutico que asesoró al economista montará una cadena comercial.,Subject,3,4-5,6,7,8.349777,13.25343,4.346508,10.229183,1.943955,8.64003,15.795229,2.311995,4.193089,6.214396,,4.346508,12.173138,8.64003,15.795229
DelRio,15,El farmacéutico al que el economista asesoró montará una cadena comercial.,Object-Topicalized,3,5-6,7,8,8.349781,13.253436,6.392244,4.34581,3.264557,8.147696,11.730885,17.672755,1.402711,3.294843,5.782812,6.392244,11.412253,11.730885,17.672755
DelRio,15,El farmacéutico al que asesoró el economista montará una cadena comercial.,Object-Subject-Inversion,3,5-6,7,8,8.349781,13.253436,6.392244,4.34581,14.965941,3.361217,9.53941,15.937407,1.763182,3.514137,6.02033,6.392244,18.327158,9.53941,15.937407
DelRio,16,El motorista que adelantó al camionero viajaba hacia el camping.,Subject,3,4-5,6,7,8.349777,17.006846,2.505266,8.804882,1.84492,5.039961,12.823824,4.978801,1.66193,10.132293,,2.505266,10.649802,5.039961,12.823824
DelRio,16,El motorista al que el camionero adelantó viajaba hacia el camping.,Object-Topicalized,3,5-6,7,8,8.349777,17.006846,6.421232,1.706284,3.083674,8.511989,9.627965,11.884465,4.199659,1.975258,9.567376,6.421232,11.595663,9.627965,11.884465
DelRio,16,El motorista al que adelantó el camionero viajaba hacia el camping.,Object-Subject-Inversion,3,5-6,7,8,8.349777,17.006846,6.421232,1.706284,10.008921,1.748583,4.773287,10.478345,4.548345,2.031508,9.578304,6.421232,11.757504,4.773287,10.478345
DelRio,17,El traficante que delató al cómplice escapó de la cárcel.,Subject,3,4-5,6,7,8.349777,15.16687,4.909726,8.364064,2.460518,8.202348,12.483495,1.183023,0.829924,0.329237,,4.909726,10.824582,8.202348,12.483495
DelRio,17,El traficante al que el cómplice delató escapó de la cárcel.,Object-Topicalized,3,5-6,7,8,8.349781,15.166874,6.809448,1.85512,2.863545,10.379339,12.105348,10.699003,1.062413,0.515919,0.547925,6.809448,13.242884,12.105348,10.699003
DelRio,17,El traficante al que delató el cómplice escapó de la cárcel.,Object-Subject-Inversion,3,5-6,7,8,8.349781,15.166874,6.809448,1.85512,8.633385,1.954354,7.808442,11.022725,1.006449,0.633881,0.334437,6.809448,10.587739,7.808442,11.022725
DelRio,18,El fotógrafo que admira al pintor expuso en la galería.,Subject,3,4-5,6,7,8.349777,11.125101,4.679103,8.982856,2.966886,5.890599,12.838021,1.61862,1.634074,2.003531,,4.679103,11.949742,5.890599,12.838021
DelRio,18,El fotógrafo al que el pintor admira expuso en la galería.,Object-Topicalized,3,5-6,7,8,8.349777,11.125101,6.773664,3.578893,3.006197,6.875835,8.304313,15.260301,0.965467,1.654999,1.900157,6.773664,9.882032,8.304313,15.260301
DelRio,18,El fotógrafo al que admira el pintor expuso en la galería.,Object-Subject-Inversion,3,5-6,7,8,8.349777,11.125101,6.773664,3.578893,8.840532,2.764234,4.750799,14.29196,1.062993,1.684566,2.099664,6.773664,11.604766,4.750799,14.29196
DelRio,19,El vigilante que lesionó al atracador testificó para la policía.,Subject,3,4-5,6,7,8.349777,12.21687,5.326822,11.368485,3.280544,7.60135,12.103617,5.313141,0.958288,3.103477,,5.326822,14.649029,7.60135,12.103617
DelRio,19,El vigilante al que el atracador lesionó testificó para la policía.,Object-Topicalized,3,5-6,7,8,8.349777,12.21687,7.422541,3.766869,3.507843,11.116437,10.723343,16.312846,5.370816,1.116378,3.415595,7.422541,14.62428,10.723343,16.312846
DelRio,19,El vigilante al que lesionó el atracador testificó para la policía.,Object-Subject-Inversion,3,5-6,7,8,8.349777,12.21687,7.422541,3.766869,10.526024,2.395723,10.496818,13.164111,5.259995,1.261548,3.306143,7.422541,12.921747,10.496818,13.164111
DelRio,20,El policía que criticó al comisario vive en el barrio.,Subject,3,4-5,6,7,8.349777,12.712845,1.985882,9.140174,1.921293,6.439586,10.36779,1.71312,1.984901,5.279164,,1.985882,11.061467,6.439586,10.36779
DelRio,20,El policía al que el comisario criticó vive en el barrio.,Object-Topicalized,3,5-6,7,8,8.349777,12.712845,5.971628,0.605379,3.468359,7.471509,7.384149,8.817024,0.68943,2.236647,3.023573,5.971628,10.939868,7.384149,8.817024
DelRio,20,El policía al que criticó el comisario vive en el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.349777,12.712845,5.971628,0.605379,7.466545,1.676646,6.716311,9.919682,1.306545,2.187298,3.613338,5.971628,9.143191,6.716311,9.919682
