Country,Item,Text,Type,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
DelRio,8,El alcalde que recibió al empresario declarará ante el juez.,Subject,3,4-5,6,7,8.497128,18.598023,10.002513,8.938509,4.569926,10.244106,13.044648,6.468104,1.165089,5.083936,,10.002513,13.508435,10.244106,13.044648
DelRio,8,El alcalde al que el empresario recibió declarará ante el juez.,Object-Topicalized,3,5-6,7,8,8.497128,18.598023,8.512279,6.725992,4.885735,10.620722,9.512169,13.805568,6.638185,1.058551,4.559201,8.512279,15.506457,9.512169,13.805568
DelRio,8,El alcalde al que recibió el empresario declarará ante el juez.,Object-Subject-Inversion,3,5-6,7,8,8.497128,18.598023,8.512279,6.725992,9.511657,3.030064,10.163566,13.102975,6.748349,1.116963,4.616811,8.512279,12.541721,10.163566,13.102975
DelRio,9,El detective que buscaba al abogado entró en la cafetería.,Subject,3,4-5,6,7,8.497128,12.490631,2.898097,4.591536,4.240175,13.42539,9.316549,2.47981,1.652885,15.50645,,2.898097,8.831711,13.42539,9.316549
DelRio,9,El detective al que el abogado buscaba entró en la cafetería.,Object-Topicalized,3,5-6,7,8,8.497128,12.490631,6.359035,2.592173,6.827921,18.937785,8.819049,10.821638,3.203267,1.714676,16.384234,6.359035,25.765706,8.819049,10.821638
DelRio,9,El detective al que buscaba el abogado entró en la cafetería.,Object-Subject-Inversion,3,5-6,7,8,8.497128,12.490631,6.359035,2.592173,4.721447,3.248573,13.594932,11.108809,2.601675,1.517678,15.360903,6.359035,7.97002,13.594932,11.108809
DelRio,10,El biólogo que visitó al quí­mico trabaja para la ONU.,Subject,3,4-5,6,7,8.497128,21.939508,5.796445,10.804485,6.598285,23.333358,10.353455,6.09808,2.425642,14.013686,,5.796445,17.40277,23.333358,10.353455
DelRio,10,El biólogo al que el quí­mico visitó trabaja para la ONU.,Object-Topicalized,3,5-6,7,8,8.497128,21.939508,7.605039,4.18151,4.094651,24.785989,12.201595,9.210203,6.350087,2.460589,13.932861,7.605039,28.88064,12.201595,9.210203
DelRio,10,El biólogo al que visitó el quí­mico trabaja para la ONU.,Object-Subject-Inversion,3,5-6,7,8,8.497128,21.939508,7.605039,4.18151,10.720972,4.957242,23.282091,10.529419,6.410521,2.412777,14.218307,7.605039,15.678214,23.282091,10.529419
DelRio,11,El taxista que informó al vecino conocía bien el barrio.,Subject,3,4-5,6,7,8.497128,13.85372,10.025784,12.222127,5.326695,9.811266,12.052632,6.435419,3.463188,8.500465,,10.025784,17.548822,9.811266,12.052632
DelRio,11,El taxista al que el vecino informó conocía bien el barrio.,Object-Topicalized,3,5-6,7,8,8.497128,13.85372,8.739651,5.489515,4.869457,10.209353,12.783576,11.362186,5.814337,3.629694,8.51829,8.739651,15.07881,12.783576,11.362186
DelRio,11,El taxista al que informó el vecino conocía bien el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.497128,13.85372,8.739651,5.489515,11.975906,4.68409,9.99434,12.017277,6.298216,3.708599,8.586363,8.739651,16.659996,9.99434,12.017277
DelRio,12,El periodista que atacó al senador reconoció finalmente su error.,Subject,3,4-5,6,7,8.497128,11.500372,8.83032,15.571139,5.92566,13.278977,13.646343,11.562793,6.032794,8.833679,,8.83032,21.496799,13.278977,13.646343
DelRio,12,El periodista al que el senador atacó reconoció finalmente su error.,Object-Topicalized,3,5-6,7,8,8.497128,11.500372,8.068602,4.038415,5.097898,10.993139,16.238616,13.953701,11.3062,5.879295,8.854969,8.068602,16.091037,16.238616,13.953701
DelRio,12,El periodista al que atacó el senador reconoció finalmente su error.,Object-Subject-Inversion,3,5-6,7,8,8.497128,11.500372,8.068602,4.038415,15.700642,5.309328,11.892828,14.01118,11.873857,5.993468,8.888292,8.068602,21.00997,11.892828,14.01118
DelRio,13,El mafioso que protege al empresario conduce un deportivo rojo.,Subject,3,4-5,6,7,8.497128,26.514306,7.664986,8.780544,5.890228,11.607426,10.05706,3.219636,9.937094,10.406851,,7.664986,14.670772,11.607426,10.05706
DelRio,13,El mafioso al que el empresario protege conduce un deportivo rojo.,Object-Topicalized,3,5-6,7,8,8.497128,26.514306,7.000924,5.328086,4.334486,9.300838,10.557947,10.745379,3.274614,9.652169,10.834106,7.000924,13.635324,10.557947,10.745379
DelRio,13,El mafioso al que protege el empresario conduce un deportivo rojo.,Object-Subject-Inversion,3,5-6,7,8,8.497128,26.514306,7.000924,5.328086,8.847897,5.149502,9.627945,9.880651,3.265509,10.145189,10.444676,7.000924,13.997399,9.627945,9.880651
DelRio,14,El fiscal que investiga al reportero ejerció durante la dictadura.,Subject,3,4-5,6,7,8.497128,9.978912,5.715381,7.518247,4.737322,12.810216,14.786269,6.250712,2.080416,12.894115,,5.715381,12.255569,12.810216,14.786269
DelRio,14,El fiscal al que el reportero investiga ejerció durante la dictadura.,Object-Topicalized,3,5-6,7,8,8.497128,9.978912,8.113818,5.901071,5.029094,12.958891,10.316088,15.929698,6.978505,2.040621,13.993652,8.113818,17.987985,10.316088,15.929698
DelRio,14,El fiscal al que investiga el reportero ejerció durante la dictadura.,Object-Subject-Inversion,3,5-6,7,8,8.497128,9.978912,8.113818,5.901071,7.894088,5.753736,12.433769,15.48689,6.815514,1.92583,14.50847,8.113818,13.647824,12.433769,15.48689
DelRio,15,El farmacéutico que asesoró al economista montará una cadena comercial.,Subject,3,4-5,6,7,8.497128,45.195637,8.419746,19.05116,5.860242,11.100069,15.039889,3.749872,6.306945,6.822784,,8.419746,24.911402,11.100069,15.039889
DelRio,15,El farmacéutico al que el economista asesoró montará una cadena comercial.,Object-Topicalized,3,5-6,7,8,8.497128,45.195637,8.271309,6.947619,4.185963,10.882285,17.93552,16.312789,4.060237,6.410259,6.982436,8.271309,15.068248,17.93552,16.312789
DelRio,15,El farmacéutico al que asesoró el economista montará una cadena comercial.,Object-Subject-Inversion,3,5-6,7,8,8.497128,45.195637,8.271309,6.947619,18.629377,4.983891,9.744597,15.394421,3.88058,6.212269,6.8512,8.271309,23.613268,9.744597,15.394421
DelRio,16,El motorista que adelantó al camionero viajaba hacia el camping.,Subject,3,4-5,6,7,8.497128,14.52802,9.451112,13.118872,5.971252,19.69514,15.273695,4.84819,1.403529,9.970575,,9.451112,19.090124,19.69514,15.273695
DelRio,16,El motorista al que el camionero adelantó viajaba hacia el camping.,Object-Topicalized,3,5-6,7,8,8.497128,14.52802,8.898377,4.285239,5.341159,16.97632,15.934204,14.848411,4.153694,1.378809,9.938947,8.898377,22.317479,15.934204,14.848411
DelRio,16,El motorista al que adelantó el camionero viajaba hacia el camping.,Object-Subject-Inversion,3,5-6,7,8,8.497128,14.52802,8.898377,4.285239,13.874089,4.663686,17.700546,15.113969,4.825044,1.470868,10.03446,8.898377,18.537775,17.700546,15.113969
DelRio,17,El traficante que delató al cómplice escapó de la cárcel.,Subject,3,4-5,6,7,8.497128,19.002254,9.896067,19.691844,5.578394,20.714832,11.973027,2.370916,1.606054,11.182028,,9.896067,25.270238,20.714832,11.973027
DelRio,17,El traficante al que el cómplice delató escapó de la cárcel.,Object-Topicalized,3,5-6,7,8,8.497128,19.002254,7.763254,4.878898,3.876869,21.353682,16.978564,13.050511,2.191359,1.657885,11.714623,7.763254,25.230551,16.978564,13.050511
DelRio,17,El traficante al que delató el cómplice escapó de la cárcel.,Object-Subject-Inversion,3,5-6,7,8,8.497128,19.002254,7.763254,4.878898,19.940905,5.225977,19.447562,12.118138,2.316805,1.63846,11.880639,7.763254,25.166882,19.447562,12.118138
DelRio,18,El fotógrafo que admira al pintor expuso en la galería.,Subject,3,4-5,6,7,8.497128,14.643457,6.507022,12.12781,5.810691,13.142446,13.745586,4.460745,2.061488,9.989017,,6.507022,17.938501,13.142446,13.745586
DelRio,18,El fotógrafo al que el pintor admira expuso en la galería.,Object-Topicalized,3,5-6,7,8,8.497128,14.643457,6.143741,7.177336,4.072376,9.130733,16.020703,13.647347,4.263978,1.944456,9.948671,6.143741,13.203109,16.020703,13.647347
DelRio,18,El fotógrafo al que admira el pintor expuso en la galería.,Object-Subject-Inversion,3,5-6,7,8,8.497128,14.643457,6.143741,7.177336,12.292325,4.910288,10.711459,14.124837,4.218585,2.023802,10.111127,6.143741,17.202613,10.711459,14.124837
DelRio,19,El vigilante que lesionó al atracador testificó para la policía.,Subject,3,4-5,6,7,8.497128,12.383648,10.156289,15.023703,4.200957,21.011588,16.748843,5.753285,2.150086,6.5638,,10.156289,19.22466,21.011588,16.748843
DelRio,19,El vigilante al que el atracador lesionó testificó para la policía.,Object-Topicalized,3,5-6,7,8,8.497128,12.383648,8.085,4.726426,4.472797,20.470683,14.916378,18.623275,5.674546,2.285361,7.35988,8.085,24.94348,14.916378,18.623275
DelRio,19,El vigilante al que lesionó el atracador testificó para la policía.,Object-Subject-Inversion,3,5-6,7,8,8.497128,12.383648,8.085,4.726426,14.767886,2.388817,22.089016,17.325221,5.515404,2.282737,7.100027,8.085,17.156703,22.089016,17.325221
DelRio,20,El policía que criticó al comisario vive en el barrio.,Subject,3,4-5,6,7,8.497128,12.154689,7.49418,12.188407,7.008645,12.439147,9.166659,1.245682,1.898306,7.9973,,7.49418,19.197052,12.439147,9.166659
DelRio,20,El policía al que el comisario criticó vive en el barrio.,Object-Topicalized,3,5-6,7,8,8.497128,12.154689,6.845742,5.149699,4.201432,13.748458,12.868971,11.194124,1.119636,1.923737,8.45104,6.845742,17.94989,12.868971,11.194124
DelRio,20,El policía al que criticó el comisario vive en el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.497128,12.154689,6.845742,5.149699,12.182858,4.874376,14.029486,9.141239,1.227959,1.916767,8.285847,6.845742,17.057234,14.029486,9.141239
